message,label,type
"Child is unconscious in the market, send medical team",Urgent,Medical Emergency
Emergency! Someone is not breathing at the waiting shed,Urgent,Medical Emergency
Person is bleeding heavily after an accident at the street corner,Urgent,Medical Emergency
Person is bleeding heavily after an accident at the barangay hall,Urgent,Medical Emergency
"Child is unconscious in the basketball court, send medical team",Urgent,Medical Emergency
"Someone fainted at the basketball court, please send an ambulance",Urgent,Medical Emergency
"Someone fainted at the market, please send an ambulance",Urgent,Medical Emergency
"A person collapsed near the street corner, urgent medical help needed",Urgent,Medical Emergency
"Medical emergency at the factory, immediate response required",Urgent,Medical Emergency
"Accident at the church, multiple people injured, ambulance required",Urgent,Medical Emergency
"Child is unconscious in the basketball court, send medical team",Urgent,Medical Emergency
"Medical emergency at the school, immediate response required",Urgent,Medical Emergency
"Accident at the basketball court, multiple people injured, ambulance required",Urgent,Medical Emergency
"Child is unconscious in the factory, send medical team",Urgent,Medical Emergency
"An old man fainted inside the playground, please send medical help",Urgent,Medical Emergency
"Someone fainted at the residential area, please send an ambulance",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the main road",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the barangay hall,Urgent,Medical Emergency
"An old man fainted inside the waiting shed, please send medical help",Urgent,Medical Emergency
"Child is unconscious in the barangay hall, send medical team",Urgent,Medical Emergency
Emergency! Someone is not breathing at the apartment,Urgent,Medical Emergency
Emergency! Someone is not breathing at the street corner,Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the barangay hall",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the factory,Urgent,Medical Emergency
"Accident at the apartment, multiple people injured, ambulance required",Urgent,Medical Emergency
"Accident at the barangay hall, multiple people injured, ambulance required",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the market,Urgent,Medical Emergency
"Someone fainted at the church, please send an ambulance",Urgent,Medical Emergency
"Child is unconscious in the market, send medical team",Urgent,Medical Emergency
"A person collapsed near the plaza, urgent medical help needed",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the basketball court",Urgent,Medical Emergency
"Someone fainted at the barangay hall, please send an ambulance",Urgent,Medical Emergency
"Accident at the playground, multiple people injured, ambulance required",Urgent,Medical Emergency
"Accident at the apartment, multiple people injured, ambulance required",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the apartment",Urgent,Medical Emergency
"A person collapsed near the church, urgent medical help needed",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the waiting shed",Urgent,Medical Emergency
"Accident at the market, multiple people injured, ambulance required",Urgent,Medical Emergency
Emergency! Someone is not breathing at the school,Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the church",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the church,Urgent,Medical Emergency
"Accident at the residential area, multiple people injured, ambulance required",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the main road,Urgent,Medical Emergency
"Medical emergency at the playground, immediate response required",Urgent,Medical Emergency
"Medical emergency at the residential area, immediate response required",Urgent,Medical Emergency
"Someone fainted at the street corner, please send an ambulance",Urgent,Medical Emergency
"Someone fainted at the school, please send an ambulance",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the playground,Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the barangay hall",Urgent,Medical Emergency
"An old man fainted inside the market, please send medical help",Urgent,Medical Emergency
"Accident at the church, multiple people injured, ambulance required",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the street corner,Urgent,Medical Emergency
"Child is unconscious in the market, send medical team",Urgent,Medical Emergency
"An old man fainted inside the factory, please send medical help",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the school",Urgent,Medical Emergency
Emergency! Someone is not breathing at the waiting shed,Urgent,Medical Emergency
"Accident at the playground, multiple people injured, ambulance required",Urgent,Medical Emergency
"An old man fainted inside the apartment, please send medical help",Urgent,Medical Emergency
"An old man fainted inside the barangay hall, please send medical help",Urgent,Medical Emergency
Emergency! Someone is not breathing at the school,Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the street corner",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the waiting shed",Urgent,Medical Emergency
Emergency! Someone is not breathing at the factory,Urgent,Medical Emergency
Emergency! Someone is not breathing at the plaza,Urgent,Medical Emergency
"Child is unconscious in the street corner, send medical team",Urgent,Medical Emergency
"An old man fainted inside the market, please send medical help",Urgent,Medical Emergency
Emergency! Someone is not breathing at the apartment,Urgent,Medical Emergency
"A person collapsed near the main road, urgent medical help needed",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the barangay hall",Urgent,Medical Emergency
"Medical emergency at the street corner, immediate response required",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the playground,Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the apartment",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the barangay hall",Urgent,Medical Emergency
"A person collapsed near the playground, urgent medical help needed",Urgent,Medical Emergency
"Child is unconscious in the residential area, send medical team",Urgent,Medical Emergency
"Child is unconscious in the school, send medical team",Urgent,Medical Emergency
"Child is unconscious in the church, send medical team",Urgent,Medical Emergency
"Someone fainted at the street corner, please send an ambulance",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the street corner",Urgent,Medical Emergency
"Child is unconscious in the basketball court, send medical team",Urgent,Medical Emergency
"A person collapsed near the factory, urgent medical help needed",Urgent,Medical Emergency
"Medical emergency at the market, immediate response required",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the school",Urgent,Medical Emergency
"Medical emergency at the factory, immediate response required",Urgent,Medical Emergency
"An old man fainted inside the basketball court, please send medical help",Urgent,Medical Emergency
"A person collapsed near the church, urgent medical help needed",Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the factory",Urgent,Medical Emergency
Person is bleeding heavily after an accident at the apartment,Urgent,Medical Emergency
Emergency! Someone is not breathing at the main road,Urgent,Medical Emergency
"Please dispatch an ambulance, someone is having seizures at the main road",Urgent,Medical Emergency
"A person collapsed near the playground, urgent medical help needed",Urgent,Medical Emergency
"An old man fainted inside the plaza, please send medical help",Urgent,Medical Emergency
"Medical emergency at the school, immediate response required",Urgent,Medical Emergency
"A person collapsed near the playground, urgent medical help needed",Urgent,Medical Emergency
"A person collapsed near the plaza, urgent medical help needed",Urgent,Medical Emergency
"Someone fainted at the apartment, please send an ambulance",Urgent,Medical Emergency
"An old man fainted inside the apartment, please send medical help",Urgent,Medical Emergency
"A person collapsed near the factory, urgent medical help needed",Urgent,Medical Emergency
"A person collapsed near the waiting shed, urgent medical help needed",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the factory",Urgent,Medical Emergency
"Fire broke out at the church, please confirm and respond",Urgent,Fire
"The main road caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
There is smoke and flames coming from the street corner,Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
"Please send fire department to the factory, burning rapidly",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"The street corner caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the playground, burning rapidly",Urgent,Fire
"Fire broke out at the waiting shed, please confirm and respond",Urgent,Fire
There is a huge blaze in the main road,Urgent,Fire
There is smoke and flames coming from the church,Urgent,Fire
"Fire broke out at the residential area, please confirm and respond",Urgent,Fire
There is smoke and flames coming from the barangay hall,Urgent,Fire
"Fire outbreak near the waiting shed, urgent assistance needed",Urgent,Fire
"The church is on fire, stage for confirmation",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
"Fire outbreak near the church, urgent assistance needed",Urgent,Fire
"The main road is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
There is a huge blaze in the barangay hall,Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Fire broke out at the apartment, please confirm and respond",Urgent,Fire
There is a huge blaze in the apartment,Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
There is a huge blaze in the waiting shed,Urgent,Fire
There is smoke and flames coming from the street corner,Urgent,Fire
"Flames spreading quickly in the plaza, send fire truck",Urgent,Fire
"Flames spreading quickly in the market, send fire truck",Urgent,Fire
"Flames spreading quickly in the street corner, send fire truck",Urgent,Fire
"The factory is on fire, stage for confirmation",Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
"Urgent, fire has started in the main road",Urgent,Fire
"Fire broke out at the barangay hall, please confirm and respond",Urgent,Fire
"The main road is on fire, stage for confirmation",Urgent,Fire
"Urgent, fire has started in the waiting shed",Urgent,Fire
"Urgent, fire has started in the waiting shed",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the school",Urgent,Fire
There is smoke and flames coming from the barangay hall,Urgent,Fire
"Residents report fire in the barangay hall, confirm immediately",Urgent,Fire
"The market is on fire, stage for confirmation",Urgent,Fire
"Please send fire department to the street corner, burning rapidly",Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the residential area",Urgent,Fire
"Fire broke out at the plaza, please confirm and respond",Urgent,Fire
"The school caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the residential area, burning rapidly",Urgent,Fire
"Urgent, fire has started in the apartment",Urgent,Fire
"Please send fire department to the basketball court, burning rapidly",Urgent,Fire
"Fire outbreak near the playground, urgent assistance needed",Urgent,Fire
"Fire outbreak near the apartment, urgent assistance needed",Urgent,Fire
"Urgent, fire has started in the street corner",Urgent,Fire
"Fire outbreak near the plaza, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the factory, send fire truck",Urgent,Fire
"Flames spreading quickly in the plaza, send fire truck",Urgent,Fire
There is smoke and flames coming from the basketball court,Urgent,Fire
"Residents report fire in the barangay hall, confirm immediately",Urgent,Fire
"The barangay hall caught fire, smoke everywhere",Urgent,Fire
"The apartment is on fire, stage for confirmation",Urgent,Fire
"Residents report fire in the basketball court, confirm immediately",Urgent,Fire
"Urgent, fire has started in the church",Urgent,Fire
"Fire outbreak near the factory, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the street corner, send fire truck",Urgent,Fire
There is a huge blaze in the plaza,Urgent,Fire
"The school is on fire, stage for confirmation",Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Fire outbreak near the waiting shed, urgent assistance needed",Urgent,Fire
There is smoke and flames coming from the school,Urgent,Fire
There is a huge blaze in the plaza,Urgent,Fire
"Urgent, fire has started in the residential area",Urgent,Fire
"The playground is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the playground, please confirm and respond",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"Fire outbreak near the market, urgent assistance needed",Urgent,Fire
"The market is on fire, stage for confirmation",Urgent,Fire
"The apartment caught fire, smoke everywhere",Urgent,Fire
"Fire outbreak near the street corner, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
There is a huge blaze in the market,Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
"The market caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the barangay hall, burning rapidly",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
"The barangay hall is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
There is smoke and flames coming from the main road,Urgent,Fire
There is a huge blaze in the basketball court,Urgent,Fire
"Urgent, fire has started in the playground",Urgent,Fire
"Please send fire department to the barangay hall, burning rapidly",Urgent,Fire
"Residents report fire in the church, confirm immediately",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"The factory is on fire, stage for confirmation",Urgent,Fire
"Residents report fire in the street corner, confirm immediately",Urgent,Fire
"Urgent, fire has started in the factory",Urgent,Fire
The residential area is very noisy due to shouting,Non-Urgent,Noise
Motorcycles revving noisily at the barangay hall,Non-Urgent,Noise
Vendors shouting too early in the morning in the waiting shed,Non-Urgent,Noise
Motorcycles revving noisily at the factory,Non-Urgent,Noise
Annoying noise from construction at the waiting shed,Non-Urgent,Noise
The plaza is very noisy due to shouting,Non-Urgent,Noise
Firecrackers causing disturbance in the school,Non-Urgent,Noise
The barangay hall is very noisy due to shouting,Non-Urgent,Noise
People shouting in the school late at night,Non-Urgent,Noise
People shouting in the plaza late at night,Non-Urgent,Noise
Dogs barking loudly near the plaza,Non-Urgent,Noise
"Too much noise from the apartment, can’t sleep",Non-Urgent,Noise
Vendors shouting too early in the morning in the school,Non-Urgent,Noise
Loud music disturbing us from the market,Non-Urgent,Noise
Firecrackers causing disturbance in the market,Non-Urgent,Noise
Loud music disturbing us from the basketball court,Non-Urgent,Noise
Dogs barking loudly near the waiting shed,Non-Urgent,Noise
"Too much noise from the plaza, can’t sleep",Non-Urgent,Noise
"Too much noise from the playground, can’t sleep",Non-Urgent,Noise
"Too much noise from the waiting shed, can’t sleep",Non-Urgent,Noise
People shouting in the main road late at night,Non-Urgent,Noise
Firecrackers causing disturbance in the factory,Non-Urgent,Noise
The karaoke in the apartment is too loud every night,Non-Urgent,Noise
Loud music disturbing us from the playground,Non-Urgent,Noise
Motorcycles revving noisily at the factory,Non-Urgent,Noise
Annoying noise from construction at the playground,Non-Urgent,Noise
People shouting in the apartment late at night,Non-Urgent,Noise
The school is very noisy due to shouting,Non-Urgent,Noise
"Too much noise from the barangay hall, can’t sleep",Non-Urgent,Noise
Loud music disturbing us from the basketball court,Non-Urgent,Noise
People shouting in the main road late at night,Non-Urgent,Noise
